item_code,item_name,description,brand,item_group,stock_uom,uom_conversions,barcode,manufacturer_part_no,disabled,available_qty,list_price
ACM-PVCP0151,Bosco PVC Pipe 20mm Class E,"PVC Pipe 20mm, grade: Class E. Brand Bosco. Sold per Length.",Bosco,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",986725173434,,0,12,356.39
ACM-WALL0842,Vermont Wall Plug 8mm Blue,"Wall Plug 8mm, colour: Blue. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,150,398.62
ACM-CABL1080,Hitex Cable Tie 300mm Natural,"Cable Tie 300mm, colour: Natural. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",937968860772,,0,0,258.42
ACM-SELF0302,"Remax Self Drilling Screw #10 x 1"" Stainless 410","Self Drilling Screw #10 x 1"", finish: Stainless 410. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,REM962345,0,12,428.5
ACM-SELF0989,"Stallion Self Drilling Screw #8 x 3/4"" Stainless 410","Self Drilling Screw #8 x 3/4"", finish: Stainless 410. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",920887061515,,0,3,251.54
ACM-SAFE0624,Remax Safety Helmet White Standard,"Safety Helmet White, grade: Standard. Brand Remax. Sold per Nos.",Remax,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",900775789748,,0,0,253.33
ACM-HEXB0130,Bosco Hex Bolt M6x30 Stainless 316,"Hex Bolt M6x30, finish: Stainless 316. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",954886750515,BOS569830,0,150,259.06
ACM-ANGL0444,"Tolsen Angle Grinder Disc 4.5"" Flap","Angle Grinder Disc 4.5"", grade: Flap. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,TOL313877,0,3,113.17
ACM-GIWI0955,Bosco GI Wire #14 Soft,"GI Wire #14, grade: Soft. Brand Bosco. Sold per Kg.",Bosco,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,BOS183382,0,40,34.77
ACM-CABL0098,Tolsen Cable Tie 450mm Natural,"Cable Tie 450mm, colour: Natural. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,12,425.69
ACM-HOSE0853,Hitex Hose Clip 25-38mm SS304,"Hose Clip 25-38mm, material: SS304. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",975827530185,HIT316812,0,900,335.15
ACM-NITR0804,Kanto Nitrile Glove M Black,"Nitrile Glove M, colour: Black. Brand Kanto. Sold per Box.",Kanto,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,KAN144292,0,0,180.03
ACM-CABL0816,Hitex Cable Tie 450mm Black,"Cable Tie 450mm, colour: Black. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",910597372782,,0,150,24.45
ACM-CABL1088,Stallion Cable Tie 300mm White,"Cable Tie 300mm, colour: White. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,12,216.72
ACM-HEXB0147,Stallion Hex Bolt M8x30 Zinc Plated,"Hex Bolt M8x30, finish: Zinc Plated. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",919105821054,STA533310,0,12,392.02
ACM-WALL0559,Remax Wall Plug 10mm Red,"Wall Plug 10mm, colour: Red. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,12,307.53
ACM-CABL0054,Hitex Cable Tie 200mm White,"Cable Tie 200mm, colour: White. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,HIT178187,0,3,77.43
ACM-CABL0744,Stallion Cable Tie 450mm White,"Cable Tie 450mm, colour: White. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",968897043094,,0,3,79.9
ACM-ANGL0336,"Remax Angle Grinder Disc 5"" Grinding","Angle Grinder Disc 5"", grade: Grinding. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,12,10.4
ACM-ANGL0810,"Remax Angle Grinder Disc 4.5"" Grinding","Angle Grinder Disc 4.5"", grade: Grinding. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",947217260214,,0,3,272.71
ACM-NITR1076,Tolsen Nitrile Glove M Black,"Nitrile Glove M, colour: Black. Brand Tolsen. Sold per Box.",Tolsen,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,TOL260373,0,12,122.41
ACM-CABL0687,Hitex Cable Tie 100mm Natural,"Cable Tie 100mm, colour: Natural. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",905697872647,,0,900,317.76
ACM-WALL0047-OLD,Tolsen Wall Plug 10mm Blue,"Wall Plug 10mm, colour: Blue. Brand Tolsen. Sold per Packet. (superseded)",Tolsen,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,TOL532513,1,0,235.08
ACM-CABL0368,Stallion Cable Tie 300mm Natural,"Cable Tie 300mm, colour: Natural. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",907588919379,STA626212,0,0,411.21
ACM-HOSE0180,Remax Hose Clip 13-19mm SS304,"Hose Clip 13-19mm, material: SS304. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",900774114825,REM840566,0,3,341.41
ACM-CABL1016,Tolsen Cable Tie 100mm Natural,"Cable Tie 100mm, colour: Natural. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,40,443.43
ACM-CABL0792,Kanto Cable Tie 450mm White,"Cable Tie 450mm, colour: White. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",974645959584,KAN140486,0,0,39.98
ACM-SAFE0847,Tolsen Safety Helmet Red Ratchet,"Safety Helmet Red, grade: Ratchet. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",992689274226,TOL795308,0,900,363.05
ACM-CABL0078,Vermont Cable Tie 200mm White,"Cable Tie 200mm, colour: White. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",904369814753,,0,40,438.15
ACM-SELF0288,"Remax Self Drilling Screw #8 x 3/4"" Zinc Plated","Self Drilling Screw #8 x 3/4"", finish: Zinc Plated. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",945336253444,,0,3,34.95
ACM-SELF0079,"Stallion Self Drilling Screw #12 x 2"" Zinc Plated","Self Drilling Screw #12 x 2"", finish: Zinc Plated. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",970249833772,STA898888,0,40,296.55
ACM-PVCP0619,Hitex PVC Pipe 20mm Class E,"PVC Pipe 20mm, grade: Class E. Brand Hitex. Sold per Length.",Hitex,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,,0,12,284.42
ACM-WALL0371,Remax Wall Plug 12mm Blue,"Wall Plug 12mm, colour: Blue. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,12,135.01
ACM-SELF0686,"Stallion Self Drilling Screw #10 x 1-1/2"" Zinc Plated","Self Drilling Screw #10 x 1-1/2"", finish: Zinc Plated. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",985660702302,,0,3,145.93
ACM-HOSE0244,Hitex Hose Clip 25-38mm Zinc,"Hose Clip 25-38mm, material: Zinc. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",970711602197,,0,0,15.12
ACM-SELF0694,"Remax Self Drilling Screw #10 x 1"" Zinc Plated","Self Drilling Screw #10 x 1"", finish: Zinc Plated. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,3,82.89
ACM-HEXB0877,Vermont Hex Bolt M10x75 Stainless 304,"Hex Bolt M10x75, finish: Stainless 304. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",954303123135,,0,0,68.22
ACM-BALL0978,"Tolsen Ball Valve 3/4"" Brass","Ball Valve 3/4"", material: Brass. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,TOL978545,0,3,22.9
ACM-HEXB0087,Tolsen Hex Bolt M6x30 Zinc Plated,"Hex Bolt M6x30, finish: Zinc Plated. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",950163308829,TOL664222,0,0,311.52
ACM-SAFE0144,Hitex Safety Helmet Yellow Standard,"Safety Helmet Yellow, grade: Standard. Brand Hitex. Sold per Nos.",Hitex,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,0,175.34
ACM-HEXB0757,Tolsen Hex Bolt M10x75 Stainless 304,"Hex Bolt M10x75, finish: Stainless 304. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",997315228510,TOL070254,0,12,6.7
ACM-BALL0037,"Stallion Ball Valve 1-1/4"" SS304","Ball Valve 1-1/4"", material: SS304. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",913375225103,,0,0,31.86
ACM-MASK0770,Hitex Masking Tape 12mm High Temp,"Masking Tape 12mm, grade: High Temp. Brand Hitex. Sold per Roll.",Hitex,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",941472023346,HIT088642,0,40,63.98
ACM-PVCP0195,Remax PVC Pipe 50mm Class E,"PVC Pipe 50mm, grade: Class E. Brand Remax. Sold per Length.",Remax,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,,0,12,433.42
ACM-HEXB0350,Bosco Hex Bolt M10x75 Stainless 304,"Hex Bolt M10x75, finish: Stainless 304. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,3,294.22
ACM-CABL0910,Bosco Cable Tie 100mm White,"Cable Tie 100mm, colour: White. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",934882590459,,0,900,283.93
ACM-SELF0121,"Tolsen Self Drilling Screw #10 x 1-1/2"" Stainless 410","Self Drilling Screw #10 x 1-1/2"", finish: Stainless 410. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,0,124.05
ACM-BALL0562,"Tolsen Ball Valve 2"" SS304","Ball Valve 2"", material: SS304. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",994717031339,,0,150,417.06
ACM-PVCP0482,Stallion PVC Pipe 32mm Class D,"PVC Pipe 32mm, grade: Class D. Brand Stallion. Sold per Length.",Stallion,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,,0,40,251.87
ACM-HEXB0361,Stallion Hex Bolt M12x60 Zinc Plated,"Hex Bolt M12x60, finish: Zinc Plated. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,900,401.76
ACM-BALL0851,"Bosco Ball Valve 1"" PVC","Ball Valve 1"", material: PVC. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,40,315.47
ACM-BALL1007,"Tolsen Ball Valve 1/2"" Brass","Ball Valve 1/2"", material: Brass. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",977041699396,,0,0,404.29
ACM-ANGL0265,"Vermont Angle Grinder Disc 5"" Flap","Angle Grinder Disc 5"", grade: Flap. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",996727767210,VER650798,0,40,260.53
ACM-WALL1082,Vermont Wall Plug 10mm Brown,"Wall Plug 10mm, colour: Brown. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,VER385995,0,0,359.06
ACM-CABL0576,Tolsen Cable Tie 150mm Natural,"Cable Tie 150mm, colour: Natural. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",970461397005,,0,3,373.31
ACM-PVCP0281,Tolsen PVC Pipe 20mm Class E,"PVC Pipe 20mm, grade: Class E. Brand Tolsen. Sold per Length.",Tolsen,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",946116719825,TOL325285,0,900,303.14
ACM-HOSE0531,Tolsen Hose Clip 38-50mm SS304,"Hose Clip 38-50mm, material: SS304. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",929800495134,TOL530100,0,40,402.5
ACM-SELF1092,"Kanto Self Drilling Screw #8 x 1"" Zinc Plated","Self Drilling Screw #8 x 1"", finish: Zinc Plated. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,150,317.68
ACM-HEXB0599,Vermont Hex Bolt M6x50 Zinc Plated,"Hex Bolt M6x50, finish: Zinc Plated. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,VER969289,0,900,311.24
ACM-ANGL0773,"Vermont Angle Grinder Disc 5"" Cutting","Angle Grinder Disc 5"", grade: Cutting. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",996184689615,VER123700,0,3,112.48
ACM-WALL1024,Remax Wall Plug 8mm Brown,"Wall Plug 8mm, colour: Brown. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",939446945174,,0,3,191.31
ACM-HOSE0953,Remax Hose Clip 13-19mm Zinc,"Hose Clip 13-19mm, material: Zinc. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",931417247623,,0,150,277.55
ACM-HEXB0714,Remax Hex Bolt M8x75 Stainless 304,"Hex Bolt M8x75, finish: Stainless 304. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",932580180742,,0,40,376.98
ACM-GIWI0997,Kanto GI Wire #18 Hard Drawn,"GI Wire #18, grade: Hard Drawn. Brand Kanto. Sold per Kg.",Kanto,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,KAN142823,0,150,181.8
ACM-SELF0777,"Vermont Self Drilling Screw #8 x 1"" Stainless 410","Self Drilling Screw #8 x 1"", finish: Stainless 410. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",990927916935,VER771945,0,0,89.71
ACM-GIWI0495,Remax GI Wire #20 Hard Drawn,"GI Wire #20, grade: Hard Drawn. Brand Remax. Sold per Kg.",Remax,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",928398970313,,0,12,186.58
ACM-PVCP1070,Vermont PVC Pipe 20mm Class E,"PVC Pipe 20mm, grade: Class E. Brand Vermont. Sold per Length.",Vermont,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",964596040533,,0,900,15.97
ACM-BALL0173,"Tolsen Ball Valve 1-1/4"" Brass","Ball Valve 1-1/4"", material: Brass. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",934809214737,,0,150,456.77
ACM-HEXB0585,Kanto Hex Bolt M6x50 Zinc Plated,"Hex Bolt M6x50, finish: Zinc Plated. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,900,298.35
ACM-CABL1084,Tolsen Cable Tie 200mm Black,"Cable Tie 200mm, colour: Black. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",946163407082,TOL514912,0,12,111.76
ACM-PVCP0666,Stallion PVC Pipe 40mm Class C,"PVC Pipe 40mm, grade: Class C. Brand Stallion. Sold per Length.",Stallion,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,STA392548,0,900,211.17
ACM-PVCP0666B,Stallion PVC Pipe 40mm Class C (Bulk),"PVC Pipe 40mm, grade: Class C. Brand Stallion. Sold per Length.",Stallion,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",,STA392548,0,900,211.17
ACM-MASK0421,Tolsen Masking Tape 18mm General,"Masking Tape 18mm, grade: General. Brand Tolsen. Sold per Roll.",Tolsen,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,TOL400354,0,900,395.33
ACM-PVCP1051,Tolsen PVC Pipe 25mm Class E,"PVC Pipe 25mm, grade: Class E. Brand Tolsen. Sold per Length.",Tolsen,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",915407104010,TOL713870,0,900,176.12
ACM-ANGL0899,"Bosco Angle Grinder Disc 4.5"" Cutting","Angle Grinder Disc 4.5"", grade: Cutting. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",969735651643,,0,0,171.07
ACM-SAFE0370,Tolsen Safety Helmet Yellow Ratchet,"Safety Helmet Yellow, grade: Ratchet. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",957839355689,TOL839643,0,150,264.02
ACM-PVCP0994-OLD,Kanto PVC Pipe 25mm Class D,"PVC Pipe 25mm, grade: Class D. Brand Kanto. Sold per Length. (superseded)",Kanto,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",914062714832,KAN504222,1,0,359.33
